Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3haUjpR8bZdpOy6FNqCjf5,"Constant Wave On A Rock","Constant Wave On A Rock","The Hickey Underworld",2025-12-05,201965,25,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.43,0.97,9,-3.58,0,0.0725,0.0000028,0.468,0.502,0.323,119.952,3
spotify:track:6VxBEwjCqZuQUxqhSedNFa,"Juice","Night Light","White Lies",2025-11-07,269813,51,false,,2025-12-19T13:13:54Z,"","Play It Again Sam",0.511,0.835,11,-5.622,0,0.0645,0.0174,0.115,0.43,0.389,74.997,4
spotify:track:2Y4hGtm2AwkE0zge2CrqB8,"Heaven Has No Wings","Blizzard","Dove Ellis",2025-12-05,170066,56,false,,2025-12-19T13:13:54Z,"","Black Butter Records",0.381,0.473,0,-9.803,1,0.029,0.787,0.484,0.12,0.184,108.763,4
spotify:track:0gF5UuEPNvpdDAY0BItOzv,"SAVE MY SOUL","SAVE MY SOUL","Bastille",2025-11-21,237370,62,false,,2025-12-19T13:13:54Z,"","Best Laid Plans Records / EMI",0.549,0.874,11,-5.098,1,0.0394,0.0846,0,0.167,0.732,91.032,4
spotify:track:7JgjGIHaXorXXkoTpcmwew,"The Drop","The Drop","Queen's Pleasure",2025-11-18,192139,27,false,,2025-12-19T13:13:54Z,"","Shai Records",0.52,0.817,2,-6.305,0,0.0421,0.0132,0,0.111,0.141,110.138,4
spotify:track:5TLz8jFPcT446E8XPnafmq,"Plastic","Plastic","Casablanca Drivers",2025-12-10,159117,14,false,,2025-12-19T13:13:54Z,"french indie pop","Mattan Records",0.669,0.778,11,-5.792,0,0.0926,0.00236,0.0000124,0.406,0.877,130.106,4
spotify:track:356x2OD1llA9NfOMXVmGSk,"To Space","EP #2","Kings of Leon",2025-11-07,233289,65,false,,2025-12-19T13:13:54Z,"","Love Tap Records, LLC",0.701,0.644,6,-7.251,0,0.0341,0.106,0.000575,0.0939,0.612,116.174,4
spotify:track:0TlqxXDWP2n4U8p0oCqCpY,"Run Away - High-Energy","Run Away (High-Energy)","FAT CAT",2025-11-28,250476,27,false,,2025-12-19T13:13:54Z,"","FAT CAT",0.431,0.928,8,-6.075,1,0.074,0.00448,0.000251,0.149,0.556,171.99,4
spotify:track:0FlDpHQzQNTTZ6YKSvx0sj,"Stag Night","Stag Night","Jerry Spin",2025-12-11,216386,18,false,,2025-12-19T13:13:54Z,"","Jerry Spin",0.631,0.757,9,-8.207,0,0.0367,0.442,0.054,0.0565,0.621,163.003,4
spotify:track:6P44FvKGypgnsIs3gUgMjD,"Riot_","Riot_","Magazines",2025-11-13,167453,23,false,,2025-12-19T13:13:54Z,"","Mugshot Music",0.501,0.905,2,-8.815,1,0.0668,0.00241,0.00000326,0.336,0.664,159.971,4
spotify:track:4B7Hl5uLoQK4fWfQsk2IIu,"Bad Blood","Bad Blood","Wasted Youth Club",2025-11-21,237506,18,true,,2025-12-19T13:13:54Z,"garage rock","Wasted Records",0.214,0.796,1,-4.795,1,0.0615,0.00216,0,0.138,0.527,206.047,4
spotify:track:2GR3y9iXb5Lae2KLQJUy2J,"I'm Always On Stage","I'm Always On Stage","Sam Fender",2025-11-21,243546,58,false,,2025-12-19T13:13:54Z,"","Polydor Records",0.366,0.362,2,-5.542,1,0.0269,0.875,0.000571,0.117,0.268,165.435,4
spotify:track:46ohBsdu6fCBK0qdu0OADj,"Algorithmic Kings","Facts Don't Mean a Thing","Ramkot",2025-11-14,321741,29,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.54,0.693,5,-8.743,1,0.0335,0.232,0.834,0.0681,0.697,149.977,4
spotify:track:6jJZkZvEQFAVAhZXxCupLE,"An Echo Skips A Name - alternate take","An Echo Skips A Name (alternate take)","Apparat",2025-11-25,259712,45,false,,2025-12-19T13:13:54Z,"idm,glitch","Mute",0.633,0.603,0,-10.655,1,0.0365,0.156,0.23,0.203,0.297,124.051,4
spotify:track:5pXKjNy6mIN4TiGUReicNa,"Whale Cake","I. MIRROR","L'orne",2025-11-21,319375,19,false,,2025-12-19T13:13:54Z,"slowcore","Inner Basement",0.232,0.501,10,-8.725,1,0.0344,0.3,0.749,0.283,0.137,139.324,4
spotify:track:1MfX1zXwgaVP6JfIIAJ2DM,"Dark Thoughts in Daylight","Dark Thoughts in Daylight","Brennt Vanneste",2025-11-27,278386,18,false,,2025-12-19T13:13:54Z,"","Mayway Records",0.637,0.767,5,-8.245,0,0.0327,0.933,0.0109,0.102,0.346,99.992,4
spotify:track:31xZUmO07AsiEtoZpy51vL,"How Does It Feel?","How Does It Feel?","Lézard",2025-11-19,209340,23,false,,2025-12-19T13:13:54Z,"","Mayway Records",0.735,0.59,1,-6.801,1,0.0584,0.0905,0.000022,0.181,0.544,100.072,4
spotify:track:3lHNSEUusB5mEbBHquFQ40,"SWEET HEROINE","SWEET HEROINE","STONE",2025-11-21,248059,34,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.222,0.945,5,-5.7,0,0.152,0.000286,0.0000111,0.366,0.254,110.394,4
spotify:track:1WfnfJjwJ9oaKDXO5c2Jwr,"Call My Friends","Rockstar ALIBI","Lenny Monsou",2025-11-14,173979,25,false,,2025-12-19T13:13:54Z,"","Warner Music Benelux",0.625,0.817,9,-5.645,0,0.0345,0.0273,0.00000405,0.163,0.786,126.007,4
spotify:track:5EgkIdRkE3qQli88Ti4AXN,"Balconies","Balconies","Tin Fingers",2025-11-21,271274,21,false,,2025-12-19T13:13:54Z,"","Unday Records",0.525,0.733,0,-6.898,1,0.0299,0.011,0.0428,0.118,0.344,132.08,4
spotify:track:0pcU4T0Gz8XUobyjdoWb6f,"Everyone’s A Star!","EVERYONE'S A STAR!","5 Seconds of Summer",2025-11-14,195229,59,false,,2025-12-19T13:13:54Z,"","5 Seconds Of Summer",0.548,0.914,1,-3.919,1,0.0493,0.0259,0.0000036,0.581,0.421,109.013,4
spotify:track:2Krzlio8cLKGyJk8lKzvPM,"Days of Clay","Art School / Days of Clay","Library Card;Axender",2025-10-16,315520,22,false,,2025-12-19T13:13:54Z,"post-punk","AT EASE",0.678,0.544,2,-8.098,1,0.0289,0.141,0.243,0.0923,0.536,102.014,4
spotify:track:2SufAz8tnLFegXflJCNT9K,"The Night (I Wanna Know)","The Night (I Wanna Know)","Quentyn",2025-11-07,155883,46,false,,2025-12-19T13:13:54Z,"synthpop,indie dance,indie electronic,progressive house,electropop,french indie pop","Enroute Records",0.445,0.695,1,-6.492,0,0.029,0.0111,0.0374,0.22,0.396,143.913,4
spotify:track:6H8kmcBIUymcI1byu6QCRp,"Asking For A Friend","Asking For A Friend","Foo Fighters",2025-10-23,269433,62,false,,2025-12-19T13:13:54Z,"rock,post-grunge,alternative rock,grunge","RCA Records Label",0.0822,0.895,2,-2.551,0,0.0632,0.00000707,0.00159,0.0914,0.335,204.717,3
spotify:track:5qQQ1mH73T2FauOpYhFV5H,"Time Is Now","Champain","Portland",2025-11-07,213639,29,false,,2025-12-19T13:13:54Z,"","[PIAS] Recordings Belgium",0.511,0.799,0,-5.554,1,0.0571,0.00213,0.00000307,0.127,0.481,121.988,4
spotify:track:6GCoocQy17MHHXt7BdSSCN,"Onwards","Onwards","Officer John",2025-11-11,143000,33,false,,2025-12-19T13:13:54Z,"","Dingbat Records",0.551,0.506,0,-8.413,1,0.0322,0.293,0.651,0.111,0.0581,90.031,4
spotify:track:4QCoz0qIlkthpsvfRkmY9a,"Something ‘Bout This Girl","MAMMON (Extended)","Money & the Man",2025-11-14,148546,19,false,,2025-12-19T13:13:54Z,"","Muziekvereniging de Nozems",0.424,0.888,10,-7.411,0,0.085,0.000321,0.00594,0.186,0.753,95.026,4
spotify:track:694JhCHMO54W2X99Zc3tVU,"Can't See","Can’t See","Westside Cowboy",2025-11-20,146127,48,false,,2025-12-19T13:13:54Z,"","Universal-Island Records Ltd.",0.385,0.852,11,-6.878,0,0.0659,0.0533,0.847,0.344,0.533,174.717,4
spotify:track:1rAyrBuB4sQmWIDlGPR1xc,"Crystal Body","Pink Hell","HONEYMOAN",2025-04-11,270863,25,false,,2025-12-19T13:13:54Z,"","HONEYMOAN",0.164,0.892,8,-6.584,0,0.102,0.000165,0.609,0.394,0.067,183.968,4
spotify:track:2Q12wBicdnoLI6F343qcHk,"Hula Girl","(((((ultraSOUND)))))","The Neighbourhood",2025-11-14,244973,71,false,,2025-12-19T13:13:54Z,"","Warner Records",0.363,0.903,2,-4.746,0,0.0746,0.0171,0.0326,0.143,0.421,166.009,4
spotify:track:6Wxj4f1gCgclhSCgyJWgB5,"GHOST TOWN","GHOST TOWN","Red Leather",2025-11-14,168838,56,false,,2025-12-19T13:13:54Z,"","Red Leather / EMPIRE",0.312,0.586,11,-6.066,1,0.0378,0.473,0.00000173,0.122,0.15,179.122,3
spotify:track:64QFjvDeg3YVf9oGkASVx3,"HANDS","HANDS","WAAX",2025-11-07,175693,47,true,,2025-12-19T13:13:54Z,"","DRUNK ON POWER RECORDS",0.571,0.656,1,-6.447,1,0.0356,0.00343,0.00174,0.458,0.331,100.015,4
spotify:track:1NeYdwfqPVmmItoaBNq7KJ,"Maybe Not Tonight","Maybe Not Tonight","Lime Garden",2025-11-12,165121,43,false,,2025-12-19T13:13:54Z,"","So Young Records",0.564,0.842,7,-5.228,1,0.06,0.00654,0.0767,0.0453,0.572,140.012,4
spotify:track:2qGa5KtRjW7EGaZK7m3xoP,"Hippie Sunshine","Hippie Sunshine","Kasabian",2025-09-22,186289,50,false,,2025-12-19T13:13:54Z,"britpop,indie,indie rock","Columbia",0.535,0.943,9,-4.264,1,0.108,0.0352,0.000405,0.155,0.46,138.943,4
spotify:track:482mvThJO7wdJJjymB9PmC,"JET LAGGED","JET LAGGED","Lava La Rue;Foster The People",2025-11-12,195454,43,false,,2025-12-19T13:13:54Z,"alternative r&b","BMG Rights Management (UK) Ltd.",0.653,0.784,0,-6.726,1,0.0325,0.00149,0.0346,0.206,0.717,139.958,4
spotify:track:4mRKcykc3JeCSpZjW4zr7a,"Hole In The Ground","Hole In The Ground","Inhaler",2025-10-29,224532,54,false,,2025-12-19T13:13:54Z,"","Polydor Records",0.627,0.909,7,-3.154,1,0.0342,0.0606,0.00427,0.124,0.739,92.014,4
spotify:track:1dp573qknNnGvmBGZcyDXE,"War Crimes","War Crimes","Chloe Slater",2025-11-05,220821,40,false,,2025-12-19T13:13:54Z,"","stolen juice",0.552,0.745,5,-5.254,0,0.04,0.341,0,0.153,0.406,117.948,4
spotify:track:3PMn2pKbdsAsVpyiNG140r,"Little Something","Little Something","Fit",2025-11-07,159226,23,false,,2025-12-19T13:13:54Z,"","Mattan Records",0.514,0.788,7,-7.281,1,0.0365,0.0961,0.164,0.0825,0.417,153.989,4
spotify:track:2JQrW31ZhY0h5GH8vrkonM,"Euromancer","Euromancer","The Hickey Underworld",2025-11-07,192499,24,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.296,0.954,7,-3.05,1,0.0584,0.0000307,0.389,0.0785,0.343,143.832,4
spotify:track:55XIRzjn6KRGfshfBGFopW,"Sanctus","Mercy Is A Wild Beast","Youri Lentjes",2025-11-07,320103,14,false,,2025-12-19T13:13:54Z,"","Polymoon",0.222,0.756,2,-5.45,1,0.0605,0.018,0.00106,0.06,0.266,150.17,4
spotify:track:2mCBVMTa6e7VcQzdvvJegO,"No Profit","No Profit","MAHA",2025-11-07,151111,22,false,,2025-12-19T13:13:54Z,"","Inner Basement",0.773,0.659,6,-7.321,1,0.155,0.0599,0.78,0.294,0.678,162.034,4
spotify:track:7zA1fsKcnaiKmPDGjBTj3s,"Talk To Me Too","Talk To Me Too","L'orne",2025-10-24,391625,19,false,,2025-12-19T13:13:54Z,"slowcore","Inner Basement",0.316,0.451,6,-8.7,0,0.0358,0.709,0.786,0.1,0.113,107.007,4
spotify:track:5NuZNC7s5Fe9EFHKpvVADb,"Sympathy Magic","Sympathy Magic","Florence + The Machine",2025-10-27,268886,58,false,,2025-12-19T13:13:54Z,"baroque pop","Florence + The Machine",0.501,0.58,0,-6.101,1,0.0321,0.388,0.00000296,0.158,0.139,146.038,4
spotify:track:38tppeZQac7Ok3kFnxGxKH,"Latter Days (feat. Yori)","Latter Days (Deluxe Version)","Blaudzun;Yori",2025-10-23,174575,27,false,,2025-12-19T13:13:54Z,"nederpop","Labeltje Labeltje",0.372,0.552,5,-11.964,1,0.0768,0.693,0.00000651,0.215,0.303,177.874,4
spotify:track:54GFxpHAtEGbUly8Nd9lbn,"GOLDEN RULES // GUILTY PLEASURES","FUZZY TEETH","FUZZY TEETH",2025-10-31,146764,18,false,,2025-12-19T13:13:54Z,"","FUZZY TEETH",0.339,0.859,7,-6.424,1,0.0452,0.0105,0.876,0.155,0.584,141.898,4
spotify:track:4nfsniwDofJi1davOnbeH8,"I Know","Before It Might Be Gone (Deluxe Edition)","The Vices",2025-10-10,189740,31,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.388,0.943,5,-4.865,1,0.0561,0.00321,0.00177,0.489,0.225,145.542,4
spotify:track:63RRBZLduS3iKJkzzlHnp0,"The Future Is Cancelled","The Future Is Cancelled","Giant Rooks",2025-10-31,207900,55,false,,2025-12-19T13:13:54Z,"","Vertigo Berlin",0.522,0.444,7,-9.123,1,0.0254,0.0077,0.000432,0.0919,0.399,148.03,4
spotify:track:3L4JKn0quzxs56myjLjmZG,"MONKEY SEE MONKEY DO","MONKEY SEE MONKEY DO","STONE",2025-10-17,109374,38,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.456,0.903,10,-5.014,0,0.116,0.00218,0,0.0219,0.853,145.934,4
spotify:track:0OMw1vsXODqI7Gt7RU5k8l,"Nothing's Right","Nothing’s Right","B O I",2025-10-29,219400,16,false,,2025-12-19T13:13:54Z,"alternative dance","Rotkat Records",0.515,0.789,0,-7.28,1,0.0366,0.0000625,0.02,0.1,0.524,140.03,4
spotify:track:6Nntk8wxOfW76lpyKkIx54,"Heaven Now","Heaven Now","Willie J Healey",2025-10-30,185262,31,false,,2025-12-19T13:13:54Z,"lo-fi indie","V2 Records Benelux Distribution",0.545,0.836,3,-7.774,1,0.0409,0.104,0.602,0.479,0.801,82.978,4
spotify:track:66mONQljiV3pMzODY62f5Q,"Q&A with Myself","⁠⁠Q&A with Myself","Admiral Freebee",2025-10-22,167840,26,false,,2025-12-19T13:13:54Z,"","Noorderlaan",0.658,0.815,8,-7.002,1,0.0262,0.00573,0.725,0.171,0.678,140.005,4
spotify:track:7zCFZ8DzmxVwEhAGdeCJZt,"Miss Parfaite","Miss Parfaite","Millie Hopes",2025-10-31,190153,26,false,,2025-12-19T13:13:54Z,"","OB Music",0.565,0.451,7,-11.999,1,0.0429,0.501,0.00002,0.225,0.302,90.192,4
spotify:track:1BCa4RGfJLudmiqJ2fuGKq,"The Show","The Show","High Hi",2025-10-22,225600,24,false,,2025-12-19T13:13:54Z,"","[PIAS] Recordings Belgium",0.64,0.572,9,-8.458,1,0.0247,0.00775,0.0585,0.131,0.533,100.032,4
spotify:track:2LDTkxBmLRr4ENG0kNQLum,"This Time For Real","This Time For Real","Chet Faker",2025-10-23,192368,51,false,,2025-12-19T13:13:54Z,"","BMG Rights Management (Australia) Pty Ltd.",0.491,0.768,9,-7.958,0,0.0286,0.000705,0.0297,0.304,0.473,82.017,4
spotify:track:6BFkAIXj3oRs0rGRZb1NOB,"Joan","Joan","GUNMOLL",2025-10-24,293002,19,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.404,0.645,11,-7.162,0,0.0275,0.00654,0.323,0.0676,0.134,77.005,4
spotify:track:4IFM3n0AIi7XS4qbHqVKjA,"X-Rated","Oh! The Ocean: X-Rated","The Wombats",2025-10-23,176613,44,false,,2025-12-19T13:13:54Z,"indie","The Wombats",0.437,0.792,2,-3.708,1,0.0375,0.0000427,0.00000204,0.331,0.504,179.947,4
spotify:track:4msV5jT47oAgVnHfX9ZTSQ,"Stay Along/Sail On","Stay Along/Sail On","CIEL",2025-10-21,148240,19,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.549,0.799,1,-7.978,0,0.0353,0.268,0.945,0.319,0.374,112.019,4
spotify:track:5PprR3iwYeoXszUh8CLToL,"Hot Like Sahara","All Systems Are Lying","Soulwax",2025-10-17,190733,37,false,,2025-12-19T13:13:54Z,"electroclash,new rave,alternative dance","Soulwax",0.462,0.959,9,-3.936,1,0.111,0.00121,0.13,0.672,0.324,154.952,4
spotify:track:500dx5anompG5OApakkudx,"Killing In The Name","Killing In The Name","Inge Lamboo",2025-10-24,219766,26,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.362,0.475,2,-8.61,1,0.0297,0.00695,0.0000503,0.0931,0.474,79.896,4
spotify:track:4QHpMKc6AfmnCx2Rt6nuJJ,"COUGAR SUGAR (ft. BUBU)","DON'T PANIC","VALS ALARM;BUBU",2025-10-24,199371,14,true,,2025-12-19T13:13:54Z,"","VALS ALARM",0.557,0.891,8,-5.111,1,0.258,0.00683,0,0.26,0.597,179.943,4
spotify:track:7KMMT9FzQL1g62zEXRtvGl,"Exactly What I Need","Exactly What I Need","Portland",2025-10-08,191256,32,false,,2025-12-19T13:13:54Z,"","[PIAS] Recordings Belgium",0.51,0.827,9,-5.841,1,0.0489,0.00154,0.000218,0.0965,0.314,113.023,4
spotify:track:4Xrks1QWcXt0PXXDV45Ava,"Stars","Stars","Triggerfinger",2025-09-25,197259,35,false,,2025-12-19T13:13:54Z,"","Hufter",0.587,0.859,7,-5.417,1,0.0393,0.000283,0.0249,0.393,0.615,129.945,4
spotify:track:0z5jipPPEeUDle3U3dS99a,"Wait","RIVERBED","Loveth Besamoh",2025-10-17,338469,18,false,,2025-12-19T13:13:54Z,"","Inner Basement",0.187,0.384,8,-10.482,1,0.0314,0.0176,0.769,0.153,0.0399,97.434,4
spotify:track:7qOBKhD1a54OvLvVee2tGf,"Cobra","Getting Killed","Geese",2025-09-26,185152,70,false,,2025-12-19T13:13:54Z,"art rock","Partisan / Play It Again Sam",0.531,0.83,7,-4.495,1,0.0327,0.256,0.0195,0.466,0.595,120.6,4
spotify:track:7DzMeqOfsc0WWUcIVucGDL,"Stay In Your Lane","Stay In Your Lane","Courtney Barnett",2025-10-17,194042,40,false,,2025-12-19T13:13:54Z,"","Courtney Barnett - Fiction Records",0.543,0.78,1,-5.772,1,0.0697,0.000633,0.00453,0.244,0.563,171.972,4
spotify:track:6dzixkZW2yPKrXpBT5fsZQ,"Somehow","Somehow","SONS",2025-09-22,209306,34,false,,2025-12-19T13:13:54Z,"","[PIAS] Recordings Belgium",0.484,0.878,4,-4.277,0,0.128,0.00732,0.000637,0.111,0.106,166.446,4
spotify:track:5kMOOiDvjwI5jWcL3fvA7j,"Infinite Red","Infinite Red","Tin Fingers",2025-10-10,261130,19,false,,2025-12-19T13:13:54Z,"","Unday Records",0.433,0.773,8,-5.555,1,0.0422,0.0565,0.363,0.107,0.3,134.088,4
spotify:track:4PzEKfuT813qRTOpAQj86z,"Different Realities","The Catch","Oproer",2025-10-17,192386,19,false,,2025-12-19T13:13:54Z,"","V2 Records Benelux",0.553,0.711,10,-9.231,1,0.0298,0.0131,0.0000422,0.125,0.674,164.039,4
spotify:track:1ZboPmpBtCxdDot3g8M8sp,"Ivory Tower","Ivory Tower","JEN",2025-10-17,196613,24,false,,2025-12-19T13:13:54Z,"","541",0.591,0.305,10,-10.66,1,0.0352,0.361,0,0.275,0.184,97.888,4
spotify:track:5d2g5QrbtgQDc51bRxpeEJ,"American Life - live version","American Life (live version)","Lenny Monsou",2025-10-10,226981,19,false,,2025-12-19T13:13:54Z,"","Warner Music Benelux",0.373,0.213,9,-13.198,1,0.0359,0.931,0,0.0896,0.195,108.643,4
spotify:track:33yg5PQOWACyhdY1s3vs6E,"Eight","August Parker","Ozark Henry",2025-10-10,199000,29,false,,2025-12-19T13:13:54Z,"","[PIAS] Recordings Belgium",0.447,0.393,5,-13.088,1,0.0376,0.385,0.0454,0.405,0.148,128.978,4
spotify:track:741HkhBFMxxkmq1uU0VJSz,"omni shambles","omni shambles","bar italia",2025-10-15,136190,35,false,,2025-12-19T13:13:54Z,"lo-fi indie","Matador",0.503,0.695,6,-5.135,0,0.0286,0.000322,0,0.072,0.314,138.064,4
spotify:track:19JqTT7FaG8xxj30zmI5RA,"TWO FEET","TWO FEET","FUZZY TEETH",2025-09-26,198791,15,false,,2025-12-19T13:13:54Z,"","FUZZY TEETH",0.528,0.682,5,-11.11,1,0.0669,0.0139,0.0851,0.393,0.591,126.635,4
spotify:track:47N21fn8V8IN392MGlicT5,"Second Sleep","Second Sleep / Star Eyes","Magdalena Bay",2025-09-26,288453,59,false,,2025-12-19T13:13:54Z,"","Mom+Pop Music",0.338,0.806,11,-4.85,1,0.0808,0.00854,0.000708,0.159,0.293,170.052,4
spotify:track:38Uu9WTMaVKOGW6LXxt6rK,"Walk Walk Walk","Blue Sky Mentality","Good Neighbours",2025-10-03,176985,56,false,,2025-12-19T13:13:54Z,"","Polydor Records",0.612,0.9,11,-4.725,0,0.0379,0.148,0.000314,0.422,0.737,124.972,4
spotify:track:18qRnqB5ICYkqVy6rt9VCb,"Changing Of The Guard","Everything Is Broken","Ellroy",2025-10-03,226150,14,false,,2025-12-19T13:13:54Z,"","Yoro Moon",0.534,0.882,4,-7.043,0,0.0431,0.00185,0.458,0.331,0.432,112.507,4
spotify:track:7IJF32v3Zf5lgEU0wnVwCg,"Dove","Dove","Dharmacide",2025-10-01,269961,31,false,,2025-12-19T13:13:54Z,"post-punk,shoegaze","BMG Rights Management and Administration (Spain) S.L.U",0.294,0.925,4,-2.42,1,0.0446,0.00113,0.305,0.0934,0.445,160.091,4
spotify:track:271A8RDdBhRCOo8mHtyrNB,"Hit My Head All Day - Edit","Hit My Head All Day","Dry Cleaning",2025-09-29,223124,34,false,,2025-12-19T13:13:54Z,"post-punk,spoken word","4AD",0.498,0.678,0,-7.999,1,0.0411,0.0401,0.9,0.214,0.694,184.019,4
spotify:track:3VHI9MP58SXN2NIJSGqCzR,"Dog","Dark Sky Reserve","Robin Kester",2025-09-12,189134,26,false,,2025-12-19T13:13:54Z,"","Memphis Industries",0.664,0.452,6,-6.896,1,0.029,0.0191,0.266,0.0867,0.53,106.037,3
spotify:track:2uCzx9FvjG1dQjmYv0kxmI,"Modern Living","Modern Living","Texoprint",2025-09-26,224840,20,false,,2025-12-19T13:13:54Z,"post-punk,noise rock","Texoprint",0.41,0.87,0,-6.679,1,0.0628,0.00149,0.0101,0.537,0.517,157.044,4
