Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2sqtkSLyuo3hdpnp0gyVCq,"Wetsuit","What Did You Expect from The Vaccines?","The Vaccines",2011-03-14,230240,49,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.474,0.742,5,-6.233,1,0.0324,0.00444,0.00615,0.166,0.233,120.738,4
spotify:track:2ukji1N2XxUYkEpDEJBCTD,"Handsome","English Graffiti (Expanded Edition)","The Vaccines",2015-05-26,140866,38,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.429,0.981,11,-1.637,1,0.206,0.00264,0.00000196,0.17,0.489,178.086,4
spotify:track:7oGpYDcFyHQSQS0CvEejVB,"Discount De Kooning (Last One Standing)","Pick-Up Full Of Pink Carnations","The Vaccines",2024-01-12,229165,38,false,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.409,0.826,0,-3.919,1,0.0422,0.0224,0,0.349,0.564,151.992,4
spotify:track:6OaNZ1eJMuPquhppWYNyTN,"Your Love Is My Favourite Band","Combat Sports","The Vaccines",2018-03-30,189533,39,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.58,0.692,0,-4.029,1,0.0286,0.0028,0.000292,0.277,0.837,136.965,4
spotify:track:4vpgL1Q90NV0xqlwUEbDLB,"A Lack of Understanding","What Did You Expect from The Vaccines?","The Vaccines",2011-03-14,178880,47,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.519,0.717,6,-6.217,1,0.0337,0.00000608,0,0.0999,0.615,122.975,4
spotify:track:668AXn6FNJy3vAHpGZQyov,"Wanderlust","Back In Love City","The Vaccines",2021-09-10,214960,36,true,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.548,0.868,9,-3.952,1,0.0977,0.00366,0.000191,0.208,0.608,135.965,4
spotify:track:0U9q5llCokADhEG2qeEhcB,"Heartbreak Kid","Pick-Up Full Of Pink Carnations","The Vaccines",2024-01-12,180978,38,false,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.383,0.911,0,-3.37,1,0.0803,0.00389,0.00000224,0.0783,0.556,162.016,4
spotify:track:0ATDqkKyQsGvWQoW1rVUxT,"Melody Calling","Melody Calling","The Vaccines",2013-08-11,178613,35,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.593,0.908,11,-8.304,0,0.0478,0.00108,0.376,0.369,0.855,145.981,4
spotify:track:1K5vb3Yu4F8yMaHggtdpDY,"Wreckin' Bar (Ra Ra Ra)","What Did You Expect from The Vaccines?","The Vaccines",2011-03-14,81720,46,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.28,0.936,8,-3.44,1,0.0582,0.0000354,0.00254,0.271,0.772,180.298,4
spotify:track:1zY4Y1rymv1sbDG3JtrQLl,"Back In Love City","Back In Love City","The Vaccines",2021-09-10,213880,35,false,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.608,0.827,5,-4.215,0,0.0292,0.000499,0.00223,0.0923,0.962,133.969,4
spotify:track:2UrGPH0pzmKqrV156PVU1F,"Sunkissed","Pick-Up Full Of Pink Carnations","The Vaccines",2024-01-12,181482,34,false,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.588,0.715,1,-3.248,1,0.0329,0.0269,0,0.0485,0.882,123.02,4
spotify:track:19NDIdcqPc5NJAMCV0g8kE,"No Hope","Come Of Age","The Vaccines",2012-09-03,250200,36,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.447,0.812,2,-3.697,1,0.0419,0.00146,0.00025,0.309,0.631,93.899,4
spotify:track:7y8gbwOA53Jilx6APkpxZj,"Dream Lover","English Graffiti (Expanded Edition)","The Vaccines",2015-05-26,225520,35,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.474,0.789,4,-1.717,1,0.0357,0.000537,0.00115,0.127,0.58,94.008,4
spotify:track:45yNNELyNndPKGjqA6bUfV,"El Paso","Back In Love City","The Vaccines",2021-09-10,219106,31,true,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.594,0.839,1,-6.672,0,0.0389,0.00363,0.0029,0.251,0.372,111.994,4
spotify:track:1sXE4QJ7IgHzjPmitLUh8U,"Take It Easy","Combat Sports","The Vaccines",2018-03-30,178773,31,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.494,0.856,7,-3.488,1,0.0373,0.0000195,0.00000601,0.0847,0.681,136.055,4
spotify:track:2iK3OY41tNfkz8fOOb7qZm,"Bad Mood","Come Of Age","The Vaccines",2012-09-03,184786,36,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.173,0.915,11,-3.587,0,0.0751,0.00112,0.625,0.33,0.459,187.896,4
spotify:track:5MoEjHgtxcUk3UlpCQM6zl,"Minimal Affection","English Graffiti (Expanded Edition)","The Vaccines",2015-05-26,239933,31,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.705,0.796,1,-3.896,1,0.079,0.00193,0.00582,0.0982,0.747,112.991,4
spotify:track:2UT3WYvhit78AxWLYars1A,"Jump Off The Top","Back In Love City","The Vaccines",2021-09-10,165426,29,true,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.467,0.938,3,-3.981,1,0.0608,0.00145,0.000341,0.0559,0.943,172.056,4
spotify:track:0Mf9GCvtqS8DkXJPFLHaKv,"Out on the Street","Combat Sports","The Vaccines",2018-03-30,163880,30,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.347,0.806,6,-4.995,1,0.0593,0.00212,0.0000773,0.311,0.542,180.013,4
spotify:track:2Bsl5fMj6VMVkvSQQ26fjQ,"Weirdo","Come Of Age","The Vaccines",2012-09-03,286933,31,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.704,0.624,11,-7.732,1,0.0284,0.181,0.0434,0.139,0.526,118.629,4
spotify:track:0IdmZP6S7tl6xe8OAigKf4,"20/20","English Graffiti (Expanded Edition)","The Vaccines;Dave Fridmann",2015-05-26,187906,31,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.492,0.906,0,-2.137,1,0.238,0.000726,0.000195,0.0871,0.61,168.022,3
spotify:track:1YxfRS42vrDE5NoUFFmZWH,"Alone Star","Back In Love City","The Vaccines",2021-09-10,196773,30,false,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.542,0.938,8,-3.668,1,0.0659,0.00174,0.0093,0.119,0.672,91.023,4
spotify:track:7dm0idp224c6H1fYa19vBk,"Maybe (Luck of the Draw)","Combat Sports","The Vaccines",2018-03-30,229560,30,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.506,0.784,11,-3.769,0,0.0294,0.00154,0.0801,0.135,0.52,140.053,4
spotify:track:5Idd7dp7wr5CcCjeNLfvVV,"Thunder Fever","Thunder Fever","The Vaccines",2022-02-23,189517,28,false,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.55,0.968,1,-3.271,0,0.0404,0.0161,0.0000391,0.237,0.957,139.983,4
spotify:track:347OA86TbdeTydHhy90blH,"Ghost Town","Come Of Age","The Vaccines",2012-09-03,140906,30,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.464,0.861,6,-5.632,0,0.0343,0.00147,0.177,0.119,0.863,109.217,4
spotify:track:7FtixsJMHV6Orl5SRHw8ST,"Tiger Blood","What Did You Expect from The Vaccines? (B-Sides)","The Vaccines",2011-03-14,121226,25,true,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.491,0.923,11,-2.259,1,0.0846,0.0012,0.106,0.136,0.453,119.418,4
spotify:track:4gcZVTYjOBMh1UVlZy2YJW,"Young American","Combat Sports","The Vaccines",2018-03-30,121546,29,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.331,0.134,0,-18.565,1,0.0434,0.942,0.00000715,0.203,0.0781,81.766,4
spotify:track:7zpLH4Q4uKBjLXRMwqev9F,"Disaster Girl","Disaster Girl","The Vaccines",2022-03-23,150046,28,false,,1970-01-01T00:00:00Z,"indie,indie rock","Super Easy",0.608,0.907,2,-3.937,1,0.0736,0.015,0,0.186,0.563,97.42,4
spotify:track:0r8Dmv67rVsQBLYqWjWwmg,"Denial","English Graffiti (Expanded Edition)","The Vaccines",2015-05-26,181800,27,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.604,0.724,3,-4.453,0,0.0393,0.0395,0.0000809,0.297,0.371,125.981,4
spotify:track:4lQAyzhjWWOMkJPFepV5nr,"LAZY (From ""A Shaun the Sheep Movie: Farmageddon"" Soundtrack)","A Shaun the Sheep Movie: Farmageddon (Original Motion Picture Soundtrack)","The Vaccines;Kylie Minogue",2019-10-18,209850,29,false,,1970-01-01T00:00:00Z,"indie,indie rock,dance pop","Masterworks",0.657,0.531,5,-12.733,1,0.0423,0.00637,0.00274,0.113,0.986,150.001,4
spotify:track:0xnbBpdE9sfeguIqGnshiP,"It's All Good","What Did You Expect from The Vaccines? (B-Sides)","The Vaccines",2011-03-14,168920,23,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.551,0.863,4,-5.369,1,0.0368,0.000255,0.0286,0.188,0.838,136.041,4
spotify:track:5XBVdsTVE0aqhQoYPGtbJ9,"Do You Want a Man?","Melody Calling","The Vaccines",2013-08-11,167386,24,false,,1970-01-01T00:00:00Z,"indie,indie rock","Columbia",0.627,0.883,8,-5.606,1,0.0368,0.347,0.0944,0.677,0.894,123.01,4
